,Peaks PC 1,Peaks PC 2,Peaks PC 3,Peaks PC 4,Peaks PC 5,Peaks PC 6,Peaks PC 7,Peaks PC 8
0,0.974840417368197,0.02489511208375947,0.00024571235998422237,1.8223894958344827e-05,4.5379263791786944e-07,7.878878112415178e-08,1.696195300741616e-09,1.5486549717009032e-11
