,SAED PC 1,SAED PC 2,SAED PC 3,SAED PC 4,SAED PC 5,SAED PC 6,SAED PC 7,SAED PC 8,SAED PC 9,SAED PC 10,SAED PC 11,SAED PC 12,SAED PC 13,SAED PC 14,SAED PC 15
0,142.38504644815208,-21.96859089502197,-6.395672022080312,1.2845609715464543,-3.4393137718868543,-2.3665335211522627,9.798214623374488,8.671741104205053,6.203437222390503,8.224288719940251,7.654040674633097,18.7552759379166,-0.22284112302094325,1.110252501191498,-6.681899159920131
1,104.1339557909347,-17.225569648216858,1.5003929297971863,8.249494841662385,-7.240026251207227,-3.1557201731611113,5.700865126502773,1.0262509286802972,-4.461791299759745,4.1886822233443235,0.6029337391124877,2.2589460603099774,-0.24589398995574913,2.8667349932592634,-1.35099256735128
2,77.10774854075211,-4.6448575043840865,-4.861177753865884,9.595469230336086,-0.22969108453622097,-4.8918035013336025,3.7487004920599536,-1.752677950046014,-3.977047724452474,5.278381607329389,7.78002291285087,-4.3594229818511785,0.5957290705654478,-4.143802967851357,-5.473313573264734
3,76.47926957574242,-10.107298544473874,-5.596554181017723,-0.4822868176533867,1.3150712478692872,4.297896762731636,-0.654631311935695,4.524856670025399,-0.2132053410536783,0.12299179558310346,-3.162609739731136,-5.064778502121707,-1.1431385422170917,-5.370507760810376,1.827413369842132
4,73.36798498738982,-7.332354540118315,2.5787132299240265,0.9405058302415428,8.76605738337363,-1.1180431732567826,-7.679915862913905,-5.654659705869846,2.426094995132999,0.6757559410598951,-2.811397354959415,-5.07056711200366,4.710936564386507,-9.418018330809799,6.430469738697405
5,57.57765151424058,1.6595802817213554,-7.950571499415775,4.777713270985248,-0.08481675597448413,0.45054764299552214,-5.867164515450038,-2.642197694214626,5.839806020938691,-3.2068206554531615,-6.135281120856313,-10.471457692685378,-2.129750216230749,5.0012764473497695,3.476516159235166
6,58.33322213247835,0.37122476572388363,-4.758605238570657,0.9336505031700723,5.16335308822259,4.633878652689042,-9.823463703863412,-5.265144717231797,0.5478433321188247,-9.539173556510349,-8.069661634535395,-5.092588081420788,-4.878829360443167,-1.502644867867911,2.885347507374041
7,56.52306921235424,5.215764498173259,-2.393419403520032,-3.7405862133613956,9.417742086243559,-1.6974775513751088,-3.65236962596041,-5.418308626125549,-0.701785492837347,-6.839741239140098,-6.16276409594028,-1.7788444738628755,-9.787418831920515,4.125346629209793,0.3142183050968982
8,36.98550916258243,0.20307014120968905,-7.489247936419541,7.699750002460638,8.19965677372537,0.6506482871227701,-13.42468173542897,-6.5359278326443855,-5.035573625757103,-2.987491379452442,-8.339083239267802,-4.576558772395735,6.5675806799314485,-0.18933104117108593,3.4155068934226387
9,26.039835892454118,7.36351757069081,-10.196000161259683,1.101419984424204,-2.23080024255353,0.29773068351707466,-9.763808761519227,0.6171499223900336,-7.538456847734342,-3.3809231798347184,-4.228092978624819,-6.41879055297664,-2.459308946549598,10.748691669696521,0.4102972571896708
