,Point Defect Cnts-inp,Point Defect Cnts-out,Clsuter Vlm-inp,Clsuter Vlm-out,PCF PC 1-inp,PCF PC 1-out,PCF PC 2-inp,PCF PC 2-out,DislocationAnalysis.length.1/2<110>-inp,DislocationAnalysis.length.1/2<110>-out,DislocationAnalysis.length.1/3<100>-inp,DislocationAnalysis.length.1/3<100>-out,DislocationAnalysis.length.1/3<111>-inp,DislocationAnalysis.length.1/3<111>-out,DislocationAnalysis.length.1/6<110>-inp,DislocationAnalysis.length.1/6<110>-out,DislocationAnalysis.length.1/6<112>-inp,DislocationAnalysis.length.1/6<112>-out,DislocationAnalysis.length.other-inp,DislocationAnalysis.length.other-out,DislocationAnalysis.total_line_length-inp,DislocationAnalysis.total_line_length-out
650,1.0557450568122704,0.5942118536397913,0.8670174009613589,0.5509810419141701,-0.9499432806556882,-0.5869120195236661,1.3021385046604195,0.3202692360773227,0.6112456297449569,0.6267578163203069,0.0969700791571313,0.4081860775346229,1.275141430783151,0.15339811257325664,0.6988110855030527,0.41070477510865544,0.8618536987504086,0.6119668475956672,0.7524446676049195,0.5588838129225593,0.8477283380261582,0.6030529114268859
651,0.6646708258270451,0.4536013515711659,0.6209217093748833,0.4902911994141306,-0.6285070441100373,-0.4360144986459602,0.2963506377357845,0.0757801044916846,-0.12730163692974372,0.6056223620077503,-0.36358317863964373,0.15046829410569273,1.048060801866825,0.07110824182579734,1.120746960404574,0.2975519247155489,0.47278805337401764,0.522206099846926,0.6768592339956712,0.42565027723730964,0.6168774085051325,0.49075697590235734
652,0.5240690334631068,0.47748875964468596,0.5225929175946078,0.4970455541750596,-0.4811221147691498,-0.4630376765211679,-0.15134424345781383,0.12048072820944355,-0.04328045927097435,0.5944464991875407,-0.35282389440106954,0.20517557340052406,1.146404958978053,0.10095798388914545,0.5758924157452583,0.3234178992589136,0.5303243024414286,0.5304668200026441,-0.1716047761523214,0.44545389416916237,0.5199411844592987,0.5058077566337005
653,0.9288152868111297,0.8109325629780386,0.7941732847943399,0.6643679362743455,-0.9251345713900889,-0.8070132416312248,1.070492890803365,0.6806593170119584,0.42509952080000346,0.7915556001530604,0.40932299656401483,0.7328801697625238,0.4299892091263473,0.13887946369351312,0.7057075012068026,0.5249530253501291,0.9619994912737582,0.8128878287051577,1.8895547238232808,0.7921917729144212,0.9491554689075485,0.8121860086260995
654,-2.513023630395651,-2.1943653094986075,-2.6439398177465705,-2.1556202783751104,2.6239775706280852,2.2003705107104565,0.8613522478503342,-0.4071590364642219,-1.7031187094606395,-1.9307044756705096,-0.5615117075616496,-0.7250012286655334,-1.2252272120904024,-1.3834786255626739,-2.580759522098049,-1.9634990422523089,-2.339201799392413,-2.131155440273588,-1.341429057523186,-1.8879320127867487,-2.3970895324238057,-2.1745258897079935
655,-0.324807798050216,-0.14099457746783628,-0.27344307317981986,-0.0772010771978131,0.303096144451942,0.14614742729794727,-0.431420000868755,-0.6338971357724006,-0.03538868185964361,-0.07432381272427335,0.7342119957698543,-0.3251293488297904,-0.7578592133170616,0.07422352321695769,-0.7423451065179165,-0.0486263908351674,-0.059743341236114134,-0.09908281296856103,0.5453201065476065,-0.3004857518254056,-0.18453850720500498,-0.13003999316293857
656,0.11447700003712669,0.01010943393589514,0.12308326347793752,0.061151996408824516,-0.16578187908115183,-0.012273633255958316,0.1606048833200333,-0.46342936769426046,0.7132339484344357,-0.029223529653236824,-0.5277746970728714,-0.13331611255711096,0.3077996468919082,0.24380567493317074,0.06420990483240985,0.1324384936861378,0.08403065510462682,-0.005676631535067145,-1.158163639122975,-0.09697628933022884,0.05114014716426141,-0.0021305442583212653
657,-0.04474148823857149,0.0560185444677046,0.03636720386451486,0.10128613925606089,0.014149910216417538,-0.05851768324093598,-0.5145694416393951,-0.4088184425775694,-0.3422903572736544,0.008318925665903976,-0.7806167313436845,-0.09390865340979815,0.41542025317626496,0.25123327438599574,0.185128888247462,0.16295558597195736,-0.2937907940441278,0.03730649697116917,0.21417632037086776,-0.048546211125440664,-0.19037195882089009,0.042598494178605506
658,0.11202938663039674,0.21073571190736118,0.1600908820918221,0.23161577038450787,-0.11423241358546932,-0.2194266922291206,-0.3395570762419453,-0.16383305278641558,-0.02277121627165002,0.0709608301009439,-0.015503420730098583,0.13489311563016315,0.6679537622419076,0.33561834731756335,0.08452896660772069,0.3047343101464435,0.2542970453843765,0.14299065184412996,-0.31353569126351033,0.1635754280994206,0.20663070544043194,0.17760943694325704
659,-0.2569668769588276,-0.06714047409826662,-0.12042012798649182,-0.007162447695250762,0.20783854631645227,0.06597781334572517,-1.1590746566969585,-0.5510457321518203,0.24632753829180842,-0.08686276096557322,-0.9572695029721103,-0.19930309229668808,0.13622391454561011,0.2195475088344807,-0.04300468033871141,0.07458160838500305,-0.4017182205657548,-0.07461494733563256,-0.23090520246087465,-0.1809549936177035,-0.32606884521926816,-0.07603340249386292
660,0.2176723370033784,0.37865490917917555,0.1916850829089185,0.3780966962096386,-0.20482677279589723,-0.37954989102955494,0.4140011976941764,0.0024367969527929745,0.42342250886952115,0.3221174141356187,0.0259439901732037,0.17504844003937592,-0.3256216461851409,0.2121225898885939,0.20470826487920135,0.32483176294816474,0.05200185414210523,0.36998337548106974,-0.1797714689656118,0.2672328299241826,0.08275908583067348,0.3692340051464811
661,0.8068054669911646,0.588748935014948,0.6212808660398395,0.5352315748405516,-0.7740230866975963,-0.602043559890987,1.6063752786443501,0.5112184786205916,0.17836683288149402,0.35688074414815674,0.706965221320246,0.7339929899726201,-0.643274244475279,0.28211922647787446,0.2507113336880167,0.5051506632552503,0.4448916901898059,0.4825915641375076,0.4977139849954142,0.6171706459552837,0.4058467417576139,0.5401689416892452
662,0.26128435770498015,0.4880063023291825,0.28106199136270504,0.46803436999506687,-0.2879701636717442,-0.49063173373447455,-0.06746722402633054,0.1879655438941512,0.36218092787818534,0.39978375123720866,0.7356795526718827,0.340934579838688,1.5936902500509689,0.21770164556335203,0.5395916303813095,0.39297593427724564,0.30482870003578455,0.4651402656533037,0.34530746754180086,0.3994192780764223,0.4061634688712843,0.4728747549728638
