,peak 1 intensity,peak 1 area,peak 1 perimeter,peak 1 shift,peak 1 eccentricity,peak 2 intensity,peak 2 area,peak 2 perimeter,peak 2 shift,peak 2 eccentricity,peaks PC 1,peaks PC 2,peaks PC 3,peaks PC 4,peaks PC 5,peaks PC 6,peaks PC 7,peaks PC 8,SAED PC 1,SAED PC 2,SAED PC 3,SAED PC 4,SAED PC 5,SAED PC 6,SAED PC 7,SAED PC 8,SAED PC 9,SAED PC 10,SAED PC 11,SAED PC 12,SAED PC 13,SAED PC 14,SAED PC 15,SAED PC 16,SAED PC 17,SAED PC 18,SAED PC 19,SAED PC 20,SAED PC 21,SAED PC 22,SAED PC 23,SAED PC 24,SAED PC 25,SAED PC 26,SAED PC 27,SAED PC 28,SAED PC 29,SAED PC 30,SAED PC 31,SAED PC 32,SAED PC 33,SAED PC 34,SAED PC 35,SAED PC 36,SAED PC 37,SAED PC 38,SAED PC 39,SAED PC 40,SAED PC 41,SAED PC 42,SAED PC 43,SAED PC 44,SAED PC 45,SAED PC 46,SAED PC 47,SAED PC 48,SAED PC 49,SAED PC 50,SAED PC 51,SAED PC 52,SAED PC 53,SAED PC 54,SAED PC 55,SAED PC 56,SAED PC 57,SAED PC 58,SAED PC 59,SAED PC 60,SAED PC 61,SAED PC 62,SAED PC 63,SAED PC 64,SAED PC 65,SAED PC 66,SAED PC 67,SAED PC 68,SAED PC 69,SAED PC 70,SAED PC 71,SAED PC 72,SAED PC 73,SAED PC 74,SAED PC 75,SAED PC 76
SAED PC 9,-0.02871306946225154,-0.01403838732257912,-0.029092412731283875,0.05906525492736681,0.07386249407137398,0.06311182241158231,0.038274120652533515,0.09361946913403141,0.04410262218769365,0.09687011453257686,-0.024116136788399918,0.1486395454980212,0.10239803973853004,-0.04292650345220706,0.3384770584799428,-0.03327880165336807,-0.10112315106763771,0.13134789487919607,1.8516679027193945e-17,-5.371902983629293e-17,-1.601269028545094e-16,-1.0852087486417698e-16,-7.815814414847817e-17,1.208128132032398e-16,1.1656053940447642e-16,-4.1557043517826303e-16,1.0,5.308071498235857e-16,-1.9118570684202713e-16,2.5706076583882386e-17,6.861876488886946e-17,-4.3712587227605826e-17,2.584155921623216e-16,-1.8443693896123169e-16,7.03334882199602e-17,-2.742617350141827e-17,2.4870939318907156e-17,-7.75096366751217e-17,-7.175324192500105e-17,-6.61689909588582e-17,4.7752143252480134e-17,-1.3683726424894876e-17,-4.5093765904154673e-17,1.0266566896197345e-16,6.453268810750035e-17,7.611141319674208e-17,1.4735254078242235e-17,2.9712009878702395e-17,-6.402725819532203e-17,-1.679048198883167e-16,-7.497420093216529e-17,6.244127653213618e-17,-2.776085754037626e-17,4.8009210923552326e-17,5.645219017854826e-17,-1.9388053880694733e-16,-3.2962507116430395e-17,9.713430810052944e-17,-2.9322692746262915e-17,-5.965493756526245e-17,-2.6904530269604126e-16,3.42979387466901e-17,3.025726658400137e-17,3.511640552574195e-17,-6.638737029758473e-17,-5.349038456905249e-17,-6.293431643136005e-17,-1.0419148040530784e-16,4.543541925306375e-17,6.458939120129823e-17,8.793917718541058e-17,2.787797201508239e-17,-9.373840152704464e-18,-1.672297382026768e-16,-9.527903042035228e-17,5.2451754375605394e-17,1.7060345944538478e-17,-7.953683085893703e-17,1.2318304396439707e-16,1.9473500948415804e-17,7.884811402089407e-17,-5.686576701501981e-17,8.525773534480647e-17,-1.0079933467712616e-16,-3.0421475617560415e-17,1.1235586497070998e-16,1.5477014685965014e-17,-1.0610964489131914e-17,1.400762277389682e-17,5.612345146067622e-17,-1.0812024623560931e-17,-6.561548711082135e-17,-6.600986408734495e-17,0.002461726882283569
SAED PC 10,-0.0456967650760837,-0.03488650576395045,-0.15046620540219777,0.1665615117776753,0.050426984452586095,-0.060759013647706035,0.016242001918879867,-0.02024131767090516,0.09373175288116928,0.2782807723504345,-0.001947049883944938,0.14549019895053836,-0.1755986702174838,-0.23526462742429693,0.3289814981196045,0.008210905030155969,-0.2911217963116398,-0.10540408301040631,5.023369247980709e-17,-2.292696196910643e-16,-1.478954014431894e-16,-1.125592890491457e-16,1.3210863521423328e-17,4.2985508125334575e-16,8.021495347254901e-17,-2.8003199327415656e-16,5.308071498235857e-16,1.0,-1.32664092387123e-16,-6.419781604796309e-16,-1.6059388958681903e-17,-3.151709293989643e-17,-4.121353420123886e-17,-4.186646863933644e-17,1.426593925404952e-16,-2.9359897341481776e-17,1.1508090886933468e-16,3.1115464060810067e-17,1.1080819281115338e-16,-3.3385340869055156e-16,-5.0158097240459877e-17,-1.7130092888626895e-17,1.5126896206838968e-16,1.032222473400911e-16,-6.99916452833311e-17,-9.051383124495087e-17,-1.0554175397519396e-16,1.8833032935875527e-17,2.5782674981553824e-17,5.514848278206811e-17,-4.045512594786813e-17,1.87998168278448e-16,-1.0004747782613162e-16,-1.1310099243565316e-16,3.271530436038409e-17,1.0633363620831136e-16,4.701007995052948e-18,-1.383333665819741e-16,1.2744866250883087e-17,8.20496349194458e-17,-2.5444912004540002e-17,-2.0652843818097246e-17,-1.8740276248533502e-16,1.5135863534575022e-16,4.825150778388902e-17,5.424802581605005e-17,3.9321203816294326e-17,-7.810188430362244e-17,-3.052731726281893e-17,-1.5791200591824072e-16,1.1969532685967535e-16,1.3547401255859908e-16,2.851983548237439e-17,-1.1456912581423779e-16,6.522428389586273e-17,-7.253820599693012e-18,2.0033882905063943e-17,1.2298112404396652e-16,-8.022325472671964e-17,1.2343328042617589e-18,2.936212044995493e-17,1.32894544434382e-16,1.6021517287183136e-16,7.794813548861499e-17,0.0,-6.73324840309432e-17,1.4388212774193823e-17,-5.2461137003662177e-17,8.87876727730948e-17,2.5071194554154568e-17,3.7007438070316435e-17,-1.1090811514997451e-16,1.9525576013815124e-17,0.13916267976366048
SAED PC 11,0.033713616082160336,0.007835243492185628,0.0009251150902838276,0.07111561516750117,0.16953972028018433,0.048905984801925914,-0.03570409182566285,-0.06769658903600421,0.058177094333834424,-0.03206708552417878,0.023946979610113637,-0.12308149517884891,-0.049778232148745646,-0.051250817807581346,-0.04230060878571934,-0.11425975228444883,0.010676686368364037,0.3257723850193322,-4.4249411682285606e-17,-2.7716825779351093e-16,-1.5529876521064448e-16,-1.089484127218372e-16,1.1117556860333367e-16,-4.37434934895162e-18,-8.139312891063205e-17,5.069254004463491e-17,-1.9118570684202713e-16,-1.32664092387123e-16,1.0,3.406570250106508e-16,1.7773909307097858e-16,2.893429244226274e-17,-4.1501155198843364e-16,4.620386583730372e-16,-2.3556152466658374e-16,3.641137809838439e-17,-6.078500092391483e-17,-1.4032213129451526e-17,1.4171002024960984e-17,-2.156241936285898e-17,4.0754844444901205e-17,4.877142278552626e-17,1.2622334419416892e-16,-2.1150062473982255e-17,9.346310700811396e-17,-3.1495042566847604e-17,-2.600954265131516e-17,-2.0171294483831994e-17,-1.3091447945979727e-16,3.108804928360921e-17,-1.670547956170394e-17,1.5684664596796774e-16,1.0015658688027884e-16,3.802533918103566e-18,7.884006741845318e-17,-3.32524457332031e-18,-8.503653824174954e-17,-6.622447600374388e-17,-1.1375422605365185e-17,5.4763733106452544e-17,2.273016907831184e-16,3.7255443867838774e-17,-7.747067098783069e-17,-6.675285205889799e-17,1.2018656893259992e-17,-2.42095211913884e-17,-8.545141409538812e-17,1.0087416560475449e-16,-3.8248813177209776e-17,5.011351631965398e-17,7.289848800715286e-17,-2.0187923035798804e-17,5.600179591488773e-17,6.827976039771484e-17,-5.69222082907986e-17,-1.424366494253692e-17,1.1427731522334343e-16,1.1617546792066096e-16,-1.8758949705873372e-16,-5.155970003626843e-17,-3.211768979419194e-17,1.5039479774176458e-16,1.252951985877036e-16,1.916096757227941e-17,1.43193760739056e-16,4.7153476108031904e-17,1.6811594893011777e-17,1.0949648755475214e-16,2.4634615128368297e-17,-5.660846902089065e-17,-5.872171786119909e-18,3.5636749411858045e-17,6.273914749931404e-17,0.0014594531595919478
SAED PC 12,0.07578683524568318,-0.011014058786934289,0.038271211284178555,-0.08551532681058273,0.11230054544545194,0.05546984920200965,0.01402297326439481,0.11844114781529386,-0.15413422922440717,-0.09616325799277689,-0.007348444176878186,0.07281741711951008,0.2754614193825556,0.03938810411452757,-0.1077530453619659,0.059266062015098625,0.1377024309355527,0.2880212360731537,-2.3327846553072786e-16,-4.670791252756503e-16,-1.4282508144539754e-17,-3.193913053384053e-17,5.3704909131056746e-17,2.234999533487792e-17,4.1586437349356356e-17,-1.2641907147987987e-16,2.5706076583882386e-17,-6.419781604796309e-16,3.406570250106508e-16,1.0,-2.826913709185175e-16,1.061378445137832e-17,1.7117661692391179e-16,-9.760331036811056e-17,-7.481599243123966e-17,4.8200690959832897e-17,-8.109344549729714e-17,-4.30171263833445e-17,5.79234631498887e-17,2.442091047353229e-16,5.1110989803565297e-17,-2.871610079971735e-17,-1.0876954097073481e-16,7.564385739273875e-17,-1.1540402036655692e-16,2.7657879710959258e-17,-1.6355857520820803e-16,-4.3285957908793795e-17,-2.0902665829431337e-17,-5.506422472412346e-17,6.72161266472386e-17,-1.7327163429875846e-17,-7.648483614820017e-17,-6.688921078226261e-17,-1.1413231612089295e-16,1.308212490013253e-16,6.059849213135687e-17,-4.129172136647961e-17,5.347112727639382e-17,6.73878316633429e-18,-1.3035666717562668e-16,3.0931934365791196e-17,1.55930367540552e-17,1.218079873217299e-17,1.0316424200120155e-16,-7.669055175175692e-17,2.8690823802181137e-17,5.028287054162304e-18,-7.249667410885045e-17,-1.7923255246152668e-17,-1.1302308766631515e-16,-4.1258706123150836e-17,5.202393971169057e-17,8.655772718921752e-17,5.287897439713271e-18,3.374140887899674e-17,1.2873610778769627e-17,4.247014723221829e-17,1.2064489764586228e-17,7.227590283231602e-17,1.8050987147682053e-16,8.027210018116769e-17,9.602618174251184e-17,1.398567296005251e-18,-1.969757487114128e-17,8.786591880768421e-17,1.4315998314153936e-18,-5.741761793202406e-17,-4.4978722377972735e-17,-1.334913976847651e-16,1.9351847784324607e-16,3.034665347034714e-17,1.7401558363638398e-16,0.0028217714901603483
SAED PC 13,0.02568400878484478,-0.01980783480943531,-0.03393939574749261,0.08678866759590222,0.03538449877788354,-0.03742849067407146,-0.024128351592041866,-0.06869113612177948,0.1158954245735397,-0.25987409756305624,0.023303692189628578,-0.011362264315473975,-0.12959069035506202,0.014925354678428402,0.12598722791085928,-0.09211702347761895,0.2535442998619107,-0.005739307974606805,1.6881169362603296e-17,1.4284149521146555e-16,1.955135982662744e-17,2.6232931665666997e-17,7.422367167480043e-18,-2.294622186594195e-18,4.2695830747816054e-17,6.331294085790418e-17,6.861876488886946e-17,-1.6059388958681903e-17,1.7773909307097858e-16,-2.826913709185175e-16,1.0,2.552994171034387e-16,-3.0042564086862867e-16,1.654521823453152e-16,7.681184428565952e-17,1.3022771455513238e-17,1.4879931531747194e-16,-9.384995774630523e-17,-6.318546851192615e-17,1.1310849207442141e-17,6.899420773886954e-17,-2.04913157894675e-16,3.9529615970077995e-17,2.4206273467531866e-17,-9.601178738684407e-17,-1.104851014886693e-16,-1.2489183569448773e-16,-3.385957264050273e-17,6.86729031340115e-17,-7.175362928461128e-17,1.1063385829500693e-16,-2.0013071444248735e-16,1.4066745790663829e-16,8.833533790779833e-17,-1.539384143762189e-16,-2.5873791486662518e-17,5.0476374676819805e-17,-2.70845781032149e-17,8.950690151809174e-17,-1.2483474964611472e-17,-1.2410077297908474e-16,6.351419927077815e-17,1.2314622461067641e-18,-1.3506203044203042e-16,-2.143544868166976e-17,9.651560041513585e-17,3.4579021377791266e-17,9.034244978037876e-17,5.695563085178251e-17,2.47104386478676e-16,-7.516109571545136e-17,-4.659529236852778e-16,9.61411902392439e-17,1.9260107336887075e-16,5.428961663658884e-18,-5.73962471696017e-17,1.2961223988536507e-17,9.51028575391306e-17,-2.7525181866401344e-18,1.9417867380636704e-16,1.8672927816888215e-16,4.226333516597827e-17,-8.57285684710559e-18,9.046022624290738e-17,-1.5022832159139137e-16,-4.3649952116392405e-17,5.732182345657766e-17,2.8718907619653887e-17,9.311736397135181e-18,2.2842087008471714e-18,1.9560060854860332e-16,-1.0904671859885031e-17,-3.2283771375827057e-16,0.02750387770668246
SAED PC 14,-0.09501546495737986,0.0073080292618008065,0.006922246514975815,0.1028603288516098,-0.052692089204019875,-0.09322394260409997,0.07020942320315873,0.1828861107952357,-0.2288601508632435,-0.03218209964215422,-0.05358337707839418,0.17767788814168406,0.2630940506634984,-0.06796122703148484,-0.05844097867790227,-0.22115938417929973,0.09169834886557446,-0.07981684748004378,-5.734015048212927e-17,2.0463741620597814e-17,2.403408360174631e-17,4.364337130251279e-17,6.174245607818823e-17,-9.501412218862238e-18,1.01900904844005e-16,8.913502194562588e-17,-4.3712587227605826e-17,-3.151709293989643e-17,2.893429244226274e-17,1.061378445137832e-17,2.552994171034387e-16,1.0,3.843395164164515e-16,9.939488859648611e-18,1.616214328331576e-16,8.987297963745813e-18,-3.1265329552572137e-16,9.810431618628717e-17,3.847558832542588e-17,-1.341632732005387e-16,7.091863710827974e-17,-3.2089525148955523e-16,-1.1611155625654857e-16,-3.21576564175675e-16,1.353392144521719e-16,-8.310694529957893e-17,4.019812462684278e-17,-3.286016420788666e-18,8.7195098148281e-17,-9.453577820722886e-17,7.483893537546549e-17,1.0301044340164244e-16,-2.4400999608877596e-16,-5.4865925021859304e-17,-3.2108717212072853e-17,5.612623159961206e-17,-2.764509466273116e-17,7.161748907671562e-17,2.3781704274973044e-17,-9.224922739339177e-17,-8.81636040459843e-17,1.6121099148760636e-16,4.652977440810713e-17,1.333410050209551e-16,-8.190574555194344e-17,-1.709008636167389e-17,7.623137604693948e-18,-1.7301373111598125e-16,8.441925595933769e-17,1.129321713911516e-16,4.0267738870707126e-17,-6.851511051429294e-17,1.0367051166644346e-17,-7.520371379947168e-17,-4.987720598625475e-17,-4.464959193451264e-17,-6.717444165791877e-17,7.108218571355388e-18,4.380889532066698e-17,-1.2993886075903756e-16,-7.230541832697379e-17,-9.515683921918497e-17,-3.697696912513694e-19,1.560714264797843e-17,-1.046727167939014e-17,8.208730540837028e-17,1.7345116538833532e-16,-1.1031140428532572e-16,9.226232964972932e-17,1.6079097726273425e-16,-1.4030273382393804e-16,-5.966687135324994e-17,-4.866931996198716e-17,-0.031143295434566384
SAED PC 15,0.03489919356990297,0.06405816297379117,0.03256437511542918,0.05926347388206331,-0.00350055102351654,-0.1815788823212431,0.005972344936907895,0.020413167031618513,0.00663057716097167,0.22578665061983635,-0.02244264047239569,-0.16723243060561535,0.10699518248379641,-0.227170743462199,0.007798264193631412,-0.09613893259813332,-0.23508634962494412,0.0970535608327703,5.470852379464354e-17,8.593746844141124e-17,-7.890777024725094e-17,-8.926960085613112e-17,-2.9304878085109367e-16,8.45561985613849e-18,-2.996818398167902e-17,-3.6662442377280796e-17,2.584155921623216e-16,-4.121353420123886e-17,-4.1501155198843364e-16,1.7117661692391179e-16,-3.0042564086862867e-16,3.843395164164515e-16,1.0,3.43831825929231e-16,6.153250882252341e-17,-7.312541840168155e-18,3.730077537246225e-18,7.84666561676597e-17,2.8370860766154714e-17,1.1263569552760637e-16,-9.872969918017692e-17,-4.489294706589115e-18,-2.965334435995673e-17,-1.5848831589490634e-16,-1.311966509429083e-16,2.690675731665925e-17,-3.9226689503006724e-17,1.5874957654373206e-16,7.343194089590698e-17,7.382881006119548e-17,1.2657193825418334e-16,6.672403683758872e-17,-1.1033274496207895e-16,-1.6410670450225127e-16,-9.434155500256916e-17,1.2549318480977315e-17,-1.2698948077410286e-16,1.0631501010408035e-16,-9.423727956604072e-18,8.875630958440966e-17,2.5331273507575014e-16,-9.194746126744347e-17,-2.1587460546453485e-16,7.109998282618507e-17,2.821037171124916e-17,-5.3482307036149354e-18,1.685486056584283e-18,2.045015198527958e-16,8.858568828121932e-18,-9.064213422783086e-17,-5.5532145835314225e-18,2.320490702202954e-16,9.700459479503271e-17,-1.1739889372091115e-16,4.7155997999462294e-17,4.541159235020451e-17,4.004086987494474e-17,7.166270718262819e-17,-3.586258758416276e-17,8.907781325019244e-17,1.4966561218409158e-16,-3.5597538637840546e-17,-1.147044816153076e-16,3.4014638159083666e-17,9.125064509701193e-18,-1.9378459942383079e-16,-1.4468823477894612e-16,-1.0264557867854193e-16,-1.1604563353740594e-17,1.843777793069357e-17,-6.080845449286865e-17,1.0004850733073827e-16,2.9452453589803134e-16,0.10603026845521056
SAED PC 16,0.006684817451859582,0.004690069607840159,0.022761413163459657,-0.19428315471257163,-0.0010420743714493702,0.007376366884668059,0.0025451154037215433,0.018329528730997927,0.026045344533275384,0.1988976250559428,-0.003214966960834937,-0.0061230457561436274,0.05029646213563435,0.03300574583640918,0.05948024454773787,0.3253601257978704,-0.2071293538400466,0.06289496779241151,-5.212521473025954e-17,-2.2883774361698316e-16,-2.6738339025005996e-18,1.0954999656627256e-17,1.7731256915336376e-16,1.5337529667294178e-16,4.2170987647591916e-17,1.8616087159829793e-16,-1.8443693896123169e-16,-4.186646863933644e-17,4.620386583730372e-16,-9.760331036811056e-17,1.654521823453152e-16,9.939488859648611e-18,3.43831825929231e-16,1.0,-5.030860966175644e-16,-7.088330323903304e-17,3.4976077370872275e-16,4.341206670757017e-18,1.6037073115344761e-16,-5.800747175346421e-17,-3.0997979923105375e-17,2.082626186070414e-19,-1.1173629439710802e-16,1.7976365272990056e-16,-7.333536561091877e-17,-9.591953071072204e-17,7.980302173094601e-17,-8.581113461150486e-17,2.3237048164208973e-16,-1.605761900766735e-16,8.201782819129393e-18,-1.3403586278502354e-16,-9.65743429257255e-20,-9.251474421099888e-17,-1.086405240556436e-16,-4.1656731757492326e-17,4.922488587878842e-17,-1.1257160850198324e-16,-5.320718920857003e-17,-4.484573583382341e-17,-1.5807215607941606e-16,-1.018954462383461e-17,1.4820444555210534e-16,-9.329572216281315e-17,9.001432249482254e-17,9.604317591665641e-17,9.54997127223804e-17,-1.8268026363951697e-17,-5.660463576303015e-17,-5.0331293742677976e-18,6.086245706101826e-18,-1.0499891906391717e-16,4.1544721880542284e-17,-4.101187888163578e-17,1.1034841499378672e-16,3.025998229167339e-17,1.6110565100343574e-17,-7.592438348640031e-17,5.42534017836452e-17,7.279127733104738e-18,-9.821184560202748e-17,-3.6052200819665936e-17,-3.492833058218968e-17,4.663781453622277e-17,6.696928019115166e-17,9.252794711557372e-17,-1.8241455196749495e-17,7.7518085883945185e-19,1.2521571731288347e-16,-3.884014258068709e-17,-1.9120101578108083e-16,-4.2768849955133136e-17,7.003096260170795e-17,0.0579401084555046
SAED PC 17,-0.018805261106912847,-0.020716955544105718,0.032801715055611316,-0.15542105529971875,-0.012441856342941319,0.06941065113576833,0.02937984055174544,0.11285380260061506,-0.11379644899183304,0.007314714862285983,-0.015798662143732628,0.14330152947744793,0.19176635348725826,0.1335729537235136,-0.019229884080535536,0.18477694624303842,0.019527476182108327,0.03209513031078332,2.3431166310622135e-18,3.398826323799485e-17,-5.065649307414473e-17,-8.322621617638112e-17,-3.296733126177819e-17,-1.2739798510223731e-16,-6.321287912599757e-17,-1.12484798842337e-16,7.03334882199602e-17,1.426593925404952e-16,-2.3556152466658374e-16,-7.481599243123966e-17,7.681184428565952e-17,1.616214328331576e-16,6.153250882252341e-17,-5.030860966175644e-16,1.0,-1.484616377953057e-16,6.609099508159131e-16,3.2693788933812125e-17,2.06357215764264e-17,2.093270382726416e-17,1.7264564690866683e-17,7.737866811693838e-17,-4.389387896512811e-17,2.6878764483442033e-17,3.175675357661115e-17,1.834515098656771e-17,2.1443036124022628e-16,-9.399458778060178e-18,1.5727537569677617e-16,-3.380176163641253e-17,-3.405697594286631e-17,-9.876716641003326e-18,1.5055212862771373e-17,1.0504907463762385e-16,1.0205013041252714e-17,-5.746076929986859e-17,9.384984567336193e-17,1.3337541301379583e-16,-3.7105189834738895e-17,-7.816001281239036e-17,-1.134840868477617e-16,-5.4251136617491234e-17,5.469686811189979e-17,6.11003308548305e-17,6.16052465740531e-17,3.948419811633726e-17,5.119561934654273e-17,1.433095688875322e-17,-5.1744936390218395e-17,9.924597094168161e-17,8.1995051055103e-17,-9.701182613548548e-17,-7.710130133055446e-17,-1.8610022170512402e-16,1.808503677480781e-17,8.598308162218231e-17,9.620053836779155e-17,-1.524948422903676e-17,6.418460287416268e-17,1.170492010924754e-16,-7.483131573657948e-17,-5.318666935244931e-17,-1.7769438743983228e-16,1.0204188219069533e-16,1.0265493123797517e-16,5.170039507204546e-17,9.465961861033348e-17,-1.1748805719094645e-16,1.3505041830494936e-17,5.749165437456748e-17,-4.10448893244529e-17,-4.8434403929908704e-17,6.612748503820148e-17,-0.08020431773392918
SAED PC 18,0.054767651623411434,-0.009418525730509435,-0.019716328883577484,0.07496576183140997,0.0008053413298120513,-0.006781920126827576,-0.020245507354607367,-0.015625243541412568,-0.022139212088664813,0.17495100065261288,0.017444647996865067,-0.029444314918960778,0.01847591126324095,-0.06416856190100811,-0.06587940790833902,-0.10101010401589332,-0.19751067478084175,-0.022318463074026816,8.527735965474928e-18,-8.982957829162896e-17,4.609087658574877e-17,-3.786256238533737e-17,-7.958127845007601e-18,-4.504154413438883e-17,3.012720268256633e-17,1.8641713458906566e-17,-2.742617350141827e-17,-2.9359897341481776e-17,3.641137809838439e-17,4.8200690959832897e-17,1.3022771455513238e-17,8.987297963745813e-18,-7.312541840168155e-18,-7.088330323903304e-17,-1.484616377953057e-16,1.0,1.3294994573230306e-16,-2.2310349070107273e-17,-1.0943635765318473e-16,1.393083335566267e-16,4.190810760877503e-16,-2.9160590745492766e-16,-1.6431539566581114e-16,-1.71193467802697e-16,2.6299938028077517e-16,-2.205691810098475e-17,-3.999025638398259e-17,1.1728862311974925e-16,-3.0974093367544866e-17,9.665933948221422e-17,2.150150042156991e-17,1.4121703434296177e-17,9.849731688482366e-17,2.8559175613224703e-16,-2.3876346702298513e-17,1.4602004743051072e-17,3.7273961696598145e-18,1.2305406903390254e-16,1.2401977249073873e-17,2.066605232247913e-17,1.0887525326540001e-16,-5.500285739070351e-17,-2.2750672853567614e-17,-9.097105457809385e-17,-2.6206518126954493e-16,-1.0997610866963916e-16,-1.183019986635083e-16,-5.0667082895761274e-17,-1.34517770427244e-17,4.552993405378401e-18,-3.6541186906779194e-17,-7.183736541933082e-17,4.933784057215687e-17,6.418047259237377e-17,2.664151181469005e-17,-1.4901622253504377e-17,5.907542290463895e-17,-1.7006864454654933e-16,-7.945539056531366e-18,-1.9618362031425276e-17,1.4508983061364135e-16,8.173945510689107e-17,-3.6295281006741556e-17,1.9895347409906097e-17,-2.3350687540108224e-17,1.2432183095441688e-16,-3.3942087352924584e-18,1.3787787073687564e-16,5.957411343689855e-17,-2.3737307285447604e-17,3.023211723277455e-17,7.644633204255159e-17,5.2476903601550103e-17,0.024597682591841367
SAED PC 19,0.0023307116054086447,0.038601315946081294,0.0665678203553948,-0.13958522386254604,-0.0048497054398262815,-0.0692300152222165,0.010551481710161825,-0.027148703287360056,-0.04849727517802462,-0.046555580497071467,-0.018527351337188372,-0.08235280781768617,-0.06539722443134982,0.10703784630948945,-0.22762724343840315,0.1178321314980682,0.060162263992585376,0.0697421900989454,6.21419963197548e-17,1.802811265176201e-17,-4.990013525197825e-17,-6.842473723847537e-17,0.0,2.702986276113272e-18,4.4705977783991886e-17,-8.203852135789818e-17,2.4870939318907156e-17,1.1508090886933468e-16,-6.078500092391483e-17,-8.109344549729714e-17,1.4879931531747194e-16,-3.1265329552572137e-16,3.730077537246225e-18,3.4976077370872275e-16,6.609099508159131e-16,1.3294994573230306e-16,1.0,-1.0838434612422467e-17,-3.940428489242722e-17,1.3323792630228608e-17,4.5787499489329526e-18,-9.701149624683842e-17,1.0244197158078772e-16,-2.2930137284040837e-16,5.775247366248531e-17,1.946133265377976e-17,-5.68692592694078e-17,-8.475650871032288e-17,1.2892533171723867e-16,4.3542314087396947e-17,-1.806455936206773e-17,-8.382119862340813e-17,1.8965827851108194e-16,1.3158049021917733e-16,5.4129604514401824e-17,-5.4792700075858146e-17,-2.1156498076366774e-16,-9.848843577152487e-17,6.185582285809139e-17,-5.563136325789659e-17,-1.4618645639236904e-16,-6.906235335964497e-17,-2.030868435908498e-17,1.355283023861717e-16,5.792698387273018e-17,3.5902758547044434e-17,-1.3577633937830024e-17,1.52029012714702e-17,3.96451431428172e-17,2.4772808215195222e-17,2.4852545748471428e-17,-1.0915159086874025e-16,4.404206581440362e-17,5.890853400852569e-17,6.075374198131427e-17,-3.920626946086283e-17,-3.194200697432708e-17,-6.470925981413856e-17,4.539320894476622e-17,-1.6338272949647022e-17,1.074995846539073e-16,-4.6465776035040336e-17,8.920369481230358e-17,-6.089088316329749e-17,-7.146615525192817e-17,1.0283629454374826e-17,1.731362642015075e-16,2.9912743684869697e-16,-1.6565287018964507e-17,7.17525212500741e-18,-2.0319693628248538e-16,-1.8350470912248532e-17,2.2152918053820845e-17,0.1010532249286436
SAED PC 20,0.0061258030816334135,0.018789644188229482,0.05923733329048931,-0.12585441493437974,0.05281349065350165,0.006383350329874854,0.021154864730027253,0.024301310840804235,-0.029138403668820718,0.12428350933958308,-0.020770943150822858,0.005084591553956344,0.018168113299388555,0.13709349657796832,-0.06482293360321728,0.10426272209351325,-0.13486972011236792,0.18754310040341973,-3.744169084575749e-17,7.803353475553628e-17,-1.9937496920454468e-17,-1.1464726727156925e-18,-5.190142669728445e-17,1.1231715404230032e-16,4.644167302799368e-17,-2.0918529972422294e-17,-7.75096366751217e-17,3.1115464060810067e-17,-1.4032213129451526e-17,-4.30171263833445e-17,-9.384995774630523e-17,9.810431618628717e-17,7.84666561676597e-17,4.341206670757017e-18,3.2693788933812125e-17,-2.2310349070107273e-17,-1.0838434612422467e-17,1.0,-3.411178634242388e-17,-1.2456976143863576e-16,-9.988688737974603e-17,2.3166999003582974e-16,1.1246579645652677e-16,3.690309512772021e-16,-5.99946949231331e-17,1.3899127446937304e-16,6.11320487977318e-16,-2.563725924648635e-16,3.6765322137152335e-17,9.844792512258489e-17,1.0857419405435341e-16,4.489832003599413e-16,7.258694222475335e-17,5.739545756165926e-16,-1.265201303461566e-16,-1.3269477115986717e-16,-3.303866166703634e-17,3.314339446338985e-17,6.425735533474042e-17,-1.1521436914921039e-16,-1.71217072017899e-16,-1.4946599389765467e-17,-7.082618843814527e-17,3.24429465126158e-16,1.0337924844185025e-16,9.324167907148942e-18,-7.835989566233045e-18,-2.6848353360583953e-17,-1.6632142600335673e-17,-2.5412921989219165e-16,3.065820746286753e-17,1.3444739154592482e-16,6.535997841313657e-17,1.4885425688399564e-16,5.3147357070748586e-17,-6.441743107684164e-17,2.1704044624344793e-17,-1.430559165635615e-16,4.378732959537289e-17,-1.1541368785364042e-16,2.7660597950166346e-16,1.1550272346650763e-16,6.119518844367958e-17,2.2842066059903747e-17,-1.4494633513409434e-16,3.2048664205626675e-17,8.813052981395309e-17,-2.5155220863855206e-16,-1.6138715820315478e-16,-2.4224944206624227e-17,9.423481791962814e-17,3.812584411570645e-17,6.328574447173083e-17,0.281826283745532
