,DislocationAnalysis.length.1/2<110>-inp,DislocationAnalysis.length.1/2<110>-out,DislocationAnalysis.length.1/3<100>-inp,DislocationAnalysis.length.1/3<100>-out,DislocationAnalysis.length.1/3<111>-inp,DislocationAnalysis.length.1/3<111>-out,DislocationAnalysis.length.1/6<110>-inp,DislocationAnalysis.length.1/6<110>-out,DislocationAnalysis.length.1/6<112>-inp,DislocationAnalysis.length.1/6<112>-out,DislocationAnalysis.length.other-inp,DislocationAnalysis.length.other-out,DislocationAnalysis.total_line_length-inp,DislocationAnalysis.total_line_length-out
0,-1.7883561084534136,-2.0714792614860755,-0.2954922034597871,-1.4365735275167424,-1.4497050190795449,-1.5326345185413857,-2.067509550498656,-2.346556449023268,-2.1168512807504527,-2.3180710174824526,-0.9636528791565695,-1.6027507008121518,-2.1112415396132604,-2.3164878213247277
1,-1.3943144267199443,-1.9592995820288621,-0.7054452904236825,-1.4286208889707268,-2.530661972829904,-1.3679572159032034,-1.9495852978989063,-2.1962098982437652,-1.986589585327053,-2.1841080608425045,-2.024373558757361,-1.644337685939007,-2.0401351207775065,-2.176352965236262
2,-0.8416721662181601,-1.5610312361723828,-0.8463819113499795,-1.0159261638049912,-0.9461928472624379,-1.064734791211265,-1.4079359412736778,-1.7758763223176004,-1.5878358297046304,-1.7684076522379826,-1.8945412309732177,-1.3000324550908005,-1.5881247568683676,-1.7271072024125402
3,-1.038367721415412,-0.7178375735820026,0.20244175969388323,-0.31448274153608224,0.4182284803674321,-0.4827659341506916,-0.6131936125475477,-0.8412006909460388,-1.0344206935947398,-0.8416297094751002,-1.0495006807035736,-0.5699789404099249,-0.9373539473223218,-0.7790559792126004
4,0.8799094393383342,-0.19927744308864703,0.5153383298136873,-0.03617516552890265,1.465941971729805,-0.01588086254768939,-0.5484043234657747,-0.2296167676875882,0.267495480106831,-0.25574131045034676,0.849054027458962,-0.3802394492895047,0.16462418108159227,-0.22399059234919605
5,-0.4459076888731488,-0.4177665626176008,0.4804987427554437,-0.4331821217831049,0.9337885395463417,-0.009438015222798413,-0.27614946152870345,-0.13813776372792574,-0.07211496731216016,-0.39457788042209074,-0.1602623697921075,-0.7237256871429594,-0.10054909483909569,-0.34373038216313034
6,-0.8223669601861019,-0.4259976689130127,-1.6025386962295016,-0.28869740896490725,1.3805163750396474,-0.11983276934670073,0.6155173283207063,-0.030788635957023303,-0.8982268468151204,-0.3902795957607168,0.21668767932753497,-0.5048025288810436,-0.5569640928998609,-0.32270900820624604
7,-0.7592836937017609,-0.04460511101675024,-0.4232773154991918,0.07520603255360925,-0.27326987370474853,0.12314007397948501,0.47079200015966194,0.020744185215818334,-0.41267865285503547,-0.05400657504245032,-0.8989075801162159,-0.08553186111872435,-0.2639318309699803,-0.008789352888456392
8,0.42342250886952115,0.26680174955916414,0.0259439901732037,0.44144194666007763,-0.3256216461851409,0.24487636767783272,0.20470826487920135,0.10852136578073157,0.05200185414210523,0.2160783273469633,-0.1797714689656118,0.23994393724871088,0.08275908583067348,0.22582030094319805
9,0.17836683288149402,0.4668964484177849,0.706965221320246,0.6565150143814122,-0.643274244475279,0.26455326258628986,0.2507113336880167,0.25822614988784665,0.4448916901898059,0.4205517187239849,0.4977139849954142,0.5135482900030297,0.4058467417576139,0.40651694822132356
10,-0.08120854679798128,0.43636895777703444,-0.03758167662098799,0.4347753280024449,-1.1159919773627962,0.1214144906772674,0.9587970456657331,0.2662536933371058,0.6172804902375901,0.4547932090999467,0.766033122484771,0.6453152850390893,0.6616151133105461,0.45808457289467697
11,0.8697890304843696,0.34932290934753496,0.3117304625788364,0.36287172872326323,-0.8621928244193384,0.2251761238886445,0.19072211446287213,0.4114084288854656,0.7868982772296818,0.39516993674112655,0.024035324989071682,0.4332057867801069,0.6342938543040333,0.40999370561250714
12,0.401131025317909,0.33871096568148573,-1.0506662902472783,0.05978634986563236,1.0561032865809636,0.13395380355611053,0.015767040448082525,0.4162509651245756,0.3930395498846764,0.4467406775926577,-0.27730525542946793,0.33995064853512247,0.2876183011320279,0.45591616927001155
13,-0.41141743888132964,-0.2519524366531698,-1.023463038556983,-0.4399454225085435,-0.257543086092511,-0.18244994900976508,0.24796716350290637,0.14655259527771136,-0.05380155715779722,-0.11855999279281093,-0.48043783424338926,-0.16258061885459085,-0.04075621577621291,-0.05564098265953987
14,1.2443312947645069,0.9803251177842753,1.128499180049559,0.7225642056777559,1.0993543795668472,0.34678577763054363,0.21725137801357164,0.6542788689845764,1.0908379520077602,1.040799844669948,1.8180336858751787,1.074557337189887,0.9829974064575566,0.9682577796832419
15,-0.16328244111869594,0.531765427289173,-1.0243212768285161,0.1818746433497438,0.11798423367898181,0.11626005397704375,0.8296373253545539,0.3284555732073642,0.08129897566414002,0.6136884444444632,0.26339156050855195,0.6008657519321758,0.21929210817276612,0.5909399974605378
16,-1.7031187094606395,-1.985625729259084,-0.5615117075616496,-1.2652414251589335,-1.2252272120904024,-1.7278062521036759,-2.580759522098049,-2.3122736925820675,-2.339201799392413,-2.332090048053658,-1.341429057523186,-1.7226009635410549,-2.3970895324238057,-2.387924524391636
17,-0.6617866064351148,-0.8493156454693462,0.8525992460245391,-0.4310292151275661,0.7831840715026175,-0.7749700568613065,-0.8562305685492078,-1.127081611010638,-0.6072684691489485,-1.0391733444678266,-0.13994994389466342,-0.7078412073925335,-0.6166346538423539,-1.0705943223752001
18,-0.1988847914924179,-0.24816046853831608,0.21463424076134174,0.17814512332566323,-0.6926415091275118,-0.06361804233958424,-1.2007288126251865,-0.2655911715946928,-0.14481552913605356,-0.3292344190163874,-0.296911727539225,-0.3151120841788497,-0.3865914966429216,-0.3136318005130363
19,-0.03538868185964361,-0.30723227022541266,0.7342119957698543,-0.18537145653564835,-0.7578592133170616,-0.055690515836744225,-0.7423451065179165,-0.1855042869560748,-0.059743341236114134,-0.3440113830864817,0.5453201065476065,-0.44306489992689535,-0.18453850720500498,-0.32216380076890516
