,SAED PC 1,SAED PC 2,SAED PC 3,SAED PC 4,SAED PC 5,SAED PC 6,SAED PC 7,SAED PC 8,SAED PC 9,SAED PC 10,SAED PC 11,SAED PC 12,SAED PC 13,SAED PC 14,SAED PC 15,SAED PC 16,SAED PC 17,SAED PC 18,SAED PC 19,SAED PC 20,SAED PC 21,SAED PC 22,SAED PC 23,SAED PC 24,SAED PC 25,SAED PC 26,SAED PC 27,SAED PC 28,SAED PC 29,SAED PC 30,SAED PC 31,SAED PC 32,SAED PC 33,SAED PC 34,SAED PC 35,SAED PC 36,SAED PC 37,SAED PC 38,SAED PC 39,SAED PC 40,SAED PC 41,SAED PC 42,SAED PC 43,SAED PC 44,SAED PC 45,SAED PC 46,SAED PC 47,SAED PC 48,SAED PC 49,SAED PC 50,SAED PC 51,SAED PC 52,SAED PC 53,SAED PC 54,SAED PC 55,SAED PC 56,SAED PC 57,SAED PC 58,SAED PC 59,SAED PC 60,SAED PC 61,SAED PC 62,SAED PC 63,SAED PC 64,SAED PC 65,SAED PC 66,SAED PC 67,SAED PC 68,SAED PC 69,SAED PC 70,SAED PC 71,SAED PC 72,SAED PC 73,SAED PC 74,SAED PC 75,SAED PC 76
0,0.39131078942602876,0.06695055634117074,0.04102376114598397,0.03101625335239756,0.024214646902539456,0.020682571918999006,0.019355348433581856,0.01697938531141113,0.0156346377303221,0.015200972982419273,0.013250869577173613,0.012689848663110608,0.012038959114740778,0.011234531812433848,0.010860667183429963,0.010057592875288733,0.009763964830061908,0.009029893280428292,0.008676081742850566,0.00803968657196596,0.007882978510584284,0.007660886081800088,0.007207727695161417,0.007165380440038131,0.006969180770776778,0.006690730701092891,0.006523993732073915,0.0063836204138185615,0.006179207256518115,0.0060791652550350826,0.005911477900566033,0.005758469401522804,0.005672487768340148,0.0055058510228641454,0.00533160985488261,0.005238915492829154,0.005157301441435992,0.005033230506556646,0.004939324258218068,0.00490815714911552,0.004778773179143092,0.004701237144916631,0.0045978871498025525,0.004562175313090658,0.004488122825330319,0.004351990109034826,0.004280944753112484,0.004220258842439864,0.0041496270829021464,0.004086196913978055,0.004061991004090951,0.003939687061748116,0.003914447234607021,0.0038842590127117524,0.003817270546478869,0.0037257976104292977,0.0036948207182654876,0.0036880208670067925,0.0036564708553406267,0.003608771300237626,0.0035934080336764824,0.003538017261797519,0.0034529109854303675,0.0034294297809786835,0.0033339439530031103,0.0033012065422873865,0.003261895064678466,0.0032150068573892454,0.0031506209534635215,0.0029790535230789107,0.0029448133759803125,0.002935066141800683,0.0028692869035487336,0.0028046444613311593,0.0027712317873197553,9.354204403450538e-30
